"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,81.9,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.8,,
"FRA","France","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,85.7,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.2,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.1,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,78.7,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,84.1,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,82.8,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,85.3,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,85.9,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,84.5,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.6,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,77.3,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.1,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.6,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,81.1,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,84,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,79.8,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,85.4,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.8,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,85,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,77.2,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.1,,
"USA","United States","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,81.1,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,77,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,81,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,81.3,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.6,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,75.1,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","units",,,83.3,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,69,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,74,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,88,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,60,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,71,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,69,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,68,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,65,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,76,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,56,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,78,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,83,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,65,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,30,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,37,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,73,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,66,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,76,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,89,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,73,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,58,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,50,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,63,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,75,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,80,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,81,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,67,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,78,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,90,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,69,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,59,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,52,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,82,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,37,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","units",,,61,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,71,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,76,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,89,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,63,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,73,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,71,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,71,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,66,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,79,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,60,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,79,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,84,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,68,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,32,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,40,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,75,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,67,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,80,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,90,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,75,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,61,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,55,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,68,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,78,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,82,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,84,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,72,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,79,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,90,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,72,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,67,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,55,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,84,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,45,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","units",,,64,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,68,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,72,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,88,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,57,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,69,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,68,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,64,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,63,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,74,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,53,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,76,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,83,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,62,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,29,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,34,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,70,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,64,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,74,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,89,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,71,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,55,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,45,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,59,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,72,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,78,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,79,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,62,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,77,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,89,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,66,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,51,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,50,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,80,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,33,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","units",,,58,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,93,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,82,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,87,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,95,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,75,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,81,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,81,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,74,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,77,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,87,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,69,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,85,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,94,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,75,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,35,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,44,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,83,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,78,"E","Estimated value"
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,87,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,95,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,85,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,69,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,66,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,75,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,86,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,89,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,90,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,75,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,88,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,96,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,82,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,77,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,75,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,96,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,47,"E","Estimated value"
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","units",,,75,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,75,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,55,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,58,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,79,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,49,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,68,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,55,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,61,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,52,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,70,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,52,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,74,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,79,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,60,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,24,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,31,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,64,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,57,"E","Estimated value"
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,67,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,92,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,66,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,52,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,40,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,60,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,71,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,68,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,70,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,61,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,69,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,74,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,61,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,54,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,39,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,88,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,30,"E","Estimated value"
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","units",,,46,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.4,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.5,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.1,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.6,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6.7,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.6,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.4,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6.7,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,4.7,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,4.9,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.5,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6.8,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.1,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.4,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.4,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.3,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.7,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,5.7,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,5.2,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,5.9,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6.2,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.4,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.8,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,4.9,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6.9,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.2,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6.6,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,5.4,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,7.1,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,5.5,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.2,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.4,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.1,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.6,,
